Date,Time,ST,GS,Check,Weight,Unit,Pump-Status,Voltage (V),Current (A),Power (W),Energy (Wh),Operation Time,Flow (L/min),Frequency (Hz),Total Flow (L),Intake Air Temperature (°C),Intake Air Velocity,Intake Air Humidity (%),Outtake Air Temperature (°C),Outtake Air Velocity,Outtake Air Humidity (% )
2026-03-24,14:33:27,ST,GS,+,38.1462,kg,0,119.4,2.146,256.2,31.077,00:08:11,0.36,16.8,11.357,28.6,2.6 m/s,44.8,28.9,0.79 m/s,37.7
2026-03-24,14:33:28,ST,GS,+,38.1462,kg,0,119.4,2.146,256.2,31.077,00:08:12,0.36,16.8,11.357,28.6,2.6 m/s,44.8,28.9,0.79 m/s,37.7
2026-03-24,14:33:29,ST,GS,+,38.1462,kg,0,119.4,2.146,256.2,31.077,00:08:13,0.36,16.8,11.357,28.6,2.6 m/s,44.8,28.9,0.79 m/s,37.7
2026-03-24,14:33:30,ST,GS,+,38.1462,kg,0,119.4,2.146,256.2,31.077,00:08:14,0.36,16.8,11.357,28.6,2.6 m/s,44.8,28.9,0.79 m/s,37.7
2026-03-24,14:33:31,ST,GS,+,38.1462,kg,0,119.4,2.146,256.2,31.077,00:08:15,0.36,16.8,11.357,28.6,2.6 m/s,44.8,28.9,0.79 m/s,37.7
2026-03-24,14:33:32,ST,GS,+,38.1462,kg,0,119.4,2.146,256.2,31.077,00:08:16,0.36,16.8,11.357,28.6,2.6 m/s,44.8,28.9,0.79 m/s,37.7
2026-03-24,14:33:33,ST,GS,+,38.1462,kg,0,119.4,2.146,256.2,31.077,00:08:17,0.36,16.8,11.357,28.6,2.6 m/s,44.8,28.9,0.79 m/s,37.7
2026-03-24,14:33:34,ST,GS,+,38.1462,kg,0,119.4,2.146,256.2,31.077,00:08:18,0.36,16.8,11.357,28.6,2.6 m/s,44.8,28.9,0.79 m/s,37.7
2026-03-24,14:33:35,ST,GS,+,38.1462,kg,0,119.4,2.146,256.2,31.077,00:08:19,0.36,16.8,11.357,28.6,2.6 m/s,44.8,28.9,0.79 m/s,37.7
2026-03-24,14:33:36,ST,GS,+,38.5385,kg,0,120.2,2.996,360.1,32.077,00:08:20,0.07,3.3,11.3687,25.7,1.89 m/s,38.8,23.7,0.48 m/s,45.0
2026-03-24,14:33:37,ST,GS,+,38.5385,kg,0,120.2,2.996,360.1,32.077,00:08:21,0.07,3.3,11.3687,25.7,1.89 m/s,38.8,23.7,0.48 m/s,45.0
2026-03-24,14:33:38,ST,GS,+,38.5385,kg,0,120.2,2.996,360.1,32.077,00:08:22,0.07,3.3,11.3687,25.7,1.89 m/s,38.8,23.7,0.48 m/s,45.0
2026-03-24,14:33:39,ST,GS,+,38.5385,kg,0,120.2,2.996,360.1,32.077,00:08:23,0.07,3.3,11.3687,25.7,1.89 m/s,38.8,23.7,0.48 m/s,45.0
2026-03-24,14:33:40,ST,GS,+,38.5385,kg,0,120.2,2.996,360.1,32.077,00:08:24,0.07,3.3,11.3687,25.7,1.89 m/s,38.8,23.7,0.48 m/s,45.0
2026-03-24,14:33:41,ST,GS,+,38.5385,kg,0,120.2,2.996,360.1,32.077,00:08:25,0.07,3.3,11.3687,25.7,1.89 m/s,38.8,23.7,0.48 m/s,45.0
2026-03-24,14:33:42,ST,GS,+,38.5385,kg,0,120.2,2.996,360.1,32.077,00:08:26,0.07,3.3,11.3687,25.7,1.89 m/s,38.8,23.7,0.48 m/s,45.0
2026-03-24,14:33:43,ST,GS,+,38.5385,kg,0,120.2,2.996,360.1,32.077,00:08:27,0.07,3.3,11.3687,25.7,1.89 m/s,38.8,23.7,0.48 m/s,45.0
2026-03-24,14:33:44,ST,GS,+,38.5385,kg,0,120.2,2.996,360.1,32.077,00:08:28,0.07,3.3,11.3687,25.7,1.89 m/s,38.8,23.7,0.48 m/s,45.0
2026-03-24,14:33:45,ST,GS,+,38.5385,kg,0,120.2,2.996,360.1,32.077,00:08:29,0.07,3.3,11.3687,25.7,1.89 m/s,38.8,23.7,0.48 m/s,45.0
2026-03-24,14:33:46,ST,GS,+,40.4462,kg,0,121.3,0.793,96.2,32.344,00:08:30,1.935,90.4,11.6912,27.9,1.7 m/s,27.7,21.4,1.63 m/s,31.3
2026-03-24,14:33:47,ST,GS,+,40.4462,kg,0,121.3,0.793,96.2,32.344,00:08:31,1.935,90.4,11.6912,27.9,1.7 m/s,27.7,21.4,1.63 m/s,31.3
2026-03-24,14:33:48,ST,GS,+,40.4462,kg,0,121.3,0.793,96.2,32.344,00:08:32,1.935,90.4,11.6912,27.9,1.7 m/s,27.7,21.4,1.63 m/s,31.3
2026-03-24,14:33:49,ST,GS,+,40.4462,kg,0,121.3,0.793,96.2,32.344,00:08:33,1.935,90.4,11.6912,27.9,1.7 m/s,27.7,21.4,1.63 m/s,31.3
2026-03-24,14:33:50,ST,GS,+,40.4462,kg,0,121.3,0.793,96.2,32.344,00:08:34,1.935,90.4,11.6912,27.9,1.7 m/s,27.7,21.4,1.63 m/s,31.3
2026-03-24,14:33:51,ST,GS,+,40.4462,kg,0,121.3,0.793,96.2,32.344,00:08:35,1.935,90.4,11.6912,27.9,1.7 m/s,27.7,21.4,1.63 m/s,31.3
2026-03-24,14:33:52,ST,GS,+,40.4462,kg,0,121.3,0.793,96.2,32.344,00:08:36,1.935,90.4,11.6912,27.9,1.7 m/s,27.7,21.4,1.63 m/s,31.3
2026-03-24,14:33:53,ST,GS,+,40.4462,kg,0,121.3,0.793,96.2,32.344,00:08:37,1.935,90.4,11.6912,27.9,1.7 m/s,27.7,21.4,1.63 m/s,31.3
2026-03-24,14:33:54,ST,GS,+,40.4462,kg,0,121.3,0.793,96.2,32.344,00:08:38,1.935,90.4,11.6912,27.9,1.7 m/s,27.7,21.4,1.63 m/s,31.3
2026-03-24,14:33:55,ST,GS,+,40.4462,kg,0,121.3,0.793,96.2,32.344,00:08:39,1.935,90.4,11.6912,27.9,1.7 m/s,27.7,21.4,1.63 m/s,31.3
2026-03-24,14:33:56,ST,GS,+,41.4533,kg,0,121.6,0.659,80.1,32.567,00:08:40,1.813,84.7,11.9933,25.9,0.51 m/s,32.0,18.4,1.66 m/s,32.2
2026-03-24,14:33:57,ST,GS,+,41.4533,kg,0,121.6,0.659,80.1,32.567,00:08:41,1.813,84.7,11.9933,25.9,0.51 m/s,32.0,18.4,1.66 m/s,32.2
2026-03-24,14:33:58,ST,GS,+,41.4533,kg,0,121.6,0.659,80.1,32.567,00:08:42,1.813,84.7,11.9933,25.9,0.51 m/s,32.0,18.4,1.66 m/s,32.2
2026-03-24,14:33:59,ST,GS,+,41.4533,kg,0,121.6,0.659,80.1,32.567,00:08:43,1.813,84.7,11.9933,25.9,0.51 m/s,32.0,18.4,1.66 m/s,32.2
2026-03-24,14:34:00,ST,GS,+,41.4533,kg,0,121.6,0.659,80.1,32.567,00:08:44,1.813,84.7,11.9933,25.9,0.51 m/s,32.0,18.4,1.66 m/s,32.2
2026-03-24,14:34:01,ST,GS,+,41.4533,kg,0,121.6,0.659,80.1,32.567,00:08:45,1.813,84.7,11.9933,25.9,0.51 m/s,32.0,18.4,1.66 m/s,32.2
2026-03-24,14:34:02,ST,GS,+,41.4533,kg,0,121.6,0.659,80.1,32.567,00:08:46,1.813,84.7,11.9933,25.9,0.51 m/s,32.0,18.4,1.66 m/s,32.2
2026-03-24,14:34:03,ST,GS,+,41.4533,kg,0,121.6,0.659,80.1,32.567,00:08:47,1.813,84.7,11.9933,25.9,0.51 m/s,32.0,18.4,1.66 m/s,32.2
2026-03-24,14:34:04,ST,GS,+,41.4533,kg,0,121.6,0.659,80.1,32.567,00:08:48,1.813,84.7,11.9933,25.9,0.51 m/s,32.0,18.4,1.66 m/s,32.2
2026-03-24,14:34:05,ST,GS,+,41.4533,kg,0,121.6,0.659,80.1,32.567,00:08:49,1.813,84.7,11.9933,25.9,0.51 m/s,32.0,18.4,1.66 m/s,32.2
2026-03-24,14:34:06,ST,GS,+,42.0351,kg,0,119.5,0.543,64.9,32.747,00:08:51,2.212,103.3,12.362,26.9,2.71 m/s,44.6,26.5,1.2 m/s,40.9
2026-03-24,14:34:07,ST,GS,+,42.0351,kg,0,119.5,0.543,64.9,32.747,00:08:52,2.212,103.3,12.362,26.9,2.71 m/s,44.6,26.5,1.2 m/s,40.9
2026-03-24,14:34:08,ST,GS,+,42.0351,kg,0,119.5,0.543,64.9,32.747,00:08:53,2.212,103.3,12.362,26.9,2.71 m/s,44.6,26.5,1.2 m/s,40.9
2026-03-24,14:34:09,ST,GS,+,42.0351,kg,0,119.5,0.543,64.9,32.747,00:08:54,2.212,103.3,12.362,26.9,2.71 m/s,44.6,26.5,1.2 m/s,40.9
2026-03-24,14:34:10,ST,GS,+,42.0351,kg,0,119.5,0.543,64.9,32.747,00:08:55,2.212,103.3,12.362,26.9,2.71 m/s,44.6,26.5,1.2 m/s,40.9
2026-03-24,14:34:11,ST,GS,+,42.0351,kg,0,119.5,0.543,64.9,32.747,00:08:56,2.212,103.3,12.362,26.9,2.71 m/s,44.6,26.5,1.2 m/s,40.9
2026-03-24,14:34:12,ST,GS,+,42.0351,kg,0,119.5,0.543,64.9,32.747,00:08:57,2.212,103.3,12.362,26.9,2.71 m/s,44.6,26.5,1.2 m/s,40.9
2026-03-24,14:34:13,ST,GS,+,42.0351,kg,0,119.5,0.543,64.9,32.747,00:08:58,2.212,103.3,12.362,26.9,2.71 m/s,44.6,26.5,1.2 m/s,40.9
2026-03-24,14:34:14,ST,GS,+,42.0351,kg,0,119.5,0.543,64.9,32.747,00:08:59,2.212,103.3,12.362,26.9,2.71 m/s,44.6,26.5,1.2 m/s,40.9
2026-03-24,14:34:15,ST,GS,+,42.0351,kg,0,119.5,0.543,64.9,32.747,00:09:00,2.212,103.3,12.362,26.9,2.71 m/s,44.6,26.5,1.2 m/s,40.9
2026-03-24,14:34:16,ST,GS,+,42.9203,kg,0,120.5,2.149,259.0,33.467,00:09:01,1.91,89.2,12.6803,26.6,0.9 m/s,39.2,26.7,2.4 m/s,32.4
2026-03-24,14:34:17,ST,GS,+,42.9203,kg,0,120.5,2.149,259.0,33.467,00:09:02,1.91,89.2,12.6803,26.6,0.9 m/s,39.2,26.7,2.4 m/s,32.4
2026-03-24,14:34:18,ST,GS,+,42.9203,kg,0,120.5,2.149,259.0,33.467,00:09:03,1.91,89.2,12.6803,26.6,0.9 m/s,39.2,26.7,2.4 m/s,32.4
2026-03-24,14:34:19,ST,GS,+,42.9203,kg,0,120.5,2.149,259.0,33.467,00:09:04,1.91,89.2,12.6803,26.6,0.9 m/s,39.2,26.7,2.4 m/s,32.4
2026-03-24,14:34:20,ST,GS,+,42.9203,kg,0,120.5,2.149,259.0,33.467,00:09:05,1.91,89.2,12.6803,26.6,0.9 m/s,39.2,26.7,2.4 m/s,32.4
2026-03-24,14:34:21,ST,GS,+,42.9203,kg,0,120.5,2.149,259.0,33.467,00:09:06,1.91,89.2,12.6803,26.6,0.9 m/s,39.2,26.7,2.4 m/s,32.4
2026-03-24,14:34:22,ST,GS,+,42.9203,kg,0,120.5,2.149,259.0,33.467,00:09:07,1.91,89.2,12.6803,26.6,0.9 m/s,39.2,26.7,2.4 m/s,32.4
2026-03-24,14:34:23,ST,GS,+,42.9203,kg,0,120.5,2.149,259.0,33.467,00:09:08,1.91,89.2,12.6803,26.6,0.9 m/s,39.2,26.7,2.4 m/s,32.4
2026-03-24,14:34:24,ST,GS,+,42.9203,kg,0,120.5,2.149,259.0,33.467,00:09:09,1.91,89.2,12.6803,26.6,0.9 m/s,39.2,26.7,2.4 m/s,32.4
2026-03-24,14:34:25,ST,GS,+,43.8017,kg,0,118.8,1.231,146.2,33.873,00:09:10,1.977,92.3,13.0098,27.7,1.55 m/s,28.5,23.1,1.65 m/s,52.6
2026-03-24,14:34:26,ST,GS,+,43.8017,kg,0,118.8,1.231,146.2,33.873,00:09:11,1.977,92.3,13.0098,27.7,1.55 m/s,28.5,23.1,1.65 m/s,52.6
2026-03-24,14:34:27,ST,GS,+,43.8017,kg,0,118.8,1.231,146.2,33.873,00:09:12,1.977,92.3,13.0098,27.7,1.55 m/s,28.5,23.1,1.65 m/s,52.6
2026-03-24,14:34:28,ST,GS,+,43.8017,kg,0,118.8,1.231,146.2,33.873,00:09:13,1.977,92.3,13.0098,27.7,1.55 m/s,28.5,23.1,1.65 m/s,52.6
2026-03-24,14:34:29,ST,GS,+,43.8017,kg,0,118.8,1.231,146.2,33.873,00:09:14,1.977,92.3,13.0098,27.7,1.55 m/s,28.5,23.1,1.65 m/s,52.6
2026-03-24,14:34:30,ST,GS,+,43.8017,kg,0,118.8,1.231,146.2,33.873,00:09:15,1.977,92.3,13.0098,27.7,1.55 m/s,28.5,23.1,1.65 m/s,52.6
2026-03-24,14:34:31,ST,GS,+,43.8017,kg,0,118.8,1.231,146.2,33.873,00:09:16,1.977,92.3,13.0098,27.7,1.55 m/s,28.5,23.1,1.65 m/s,52.6
2026-03-24,14:34:32,ST,GS,+,43.8017,kg,0,118.8,1.231,146.2,33.873,00:09:17,1.977,92.3,13.0098,27.7,1.55 m/s,28.5,23.1,1.65 m/s,52.6
2026-03-24,14:34:33,ST,GS,+,43.8017,kg,0,118.8,1.231,146.2,33.873,00:09:18,1.977,92.3,13.0098,27.7,1.55 m/s,28.5,23.1,1.65 m/s,52.6
2026-03-24,14:34:34,ST,GS,+,43.8017,kg,0,118.8,1.231,146.2,33.873,00:09:19,1.977,92.3,13.0098,27.7,1.55 m/s,28.5,23.1,1.65 m/s,52.6
2026-03-24,14:34:35,ST,GS,+,44.9651,kg,0,121.6,1.574,191.4,34.404,00:09:20,1.729,80.7,13.298,25.9,2.38 m/s,28.0,23.5,0.79 m/s,41.7
2026-03-24,14:34:36,ST,GS,+,44.9651,kg,0,121.6,1.574,191.4,34.404,00:09:21,1.729,80.7,13.298,25.9,2.38 m/s,28.0,23.5,0.79 m/s,41.7
2026-03-24,14:34:37,ST,GS,+,44.9651,kg,0,121.6,1.574,191.4,34.404,00:09:22,1.729,80.7,13.298,25.9,2.38 m/s,28.0,23.5,0.79 m/s,41.7
2026-03-24,14:34:38,ST,GS,+,44.9651,kg,0,121.6,1.574,191.4,34.404,00:09:23,1.729,80.7,13.298,25.9,2.38 m/s,28.0,23.5,0.79 m/s,41.7
2026-03-24,14:34:39,ST,GS,+,44.9651,kg,0,121.6,1.574,191.4,34.404,00:09:24,1.729,80.7,13.298,25.9,2.38 m/s,28.0,23.5,0.79 m/s,41.7
2026-03-24,14:34:40,ST,GS,+,44.9651,kg,0,121.6,1.574,191.4,34.404,00:09:25,1.729,80.7,13.298,25.9,2.38 m/s,28.0,23.5,0.79 m/s,41.7
2026-03-24,14:34:41,ST,GS,+,44.9651,kg,0,121.6,1.574,191.4,34.404,00:09:26,1.729,80.7,13.298,25.9,2.38 m/s,28.0,23.5,0.79 m/s,41.7
2026-03-24,14:34:42,ST,GS,+,44.9651,kg,0,121.6,1.574,191.4,34.404,00:09:27,1.729,80.7,13.298,25.9,2.38 m/s,28.0,23.5,0.79 m/s,41.7
2026-03-24,14:34:43,ST,GS,+,44.9651,kg,0,121.6,1.574,191.4,34.404,00:09:28,1.729,80.7,13.298,25.9,2.38 m/s,28.0,23.5,0.79 m/s,41.7
2026-03-24,14:34:44,ST,GS,+,44.9651,kg,0,121.6,1.574,191.4,34.404,00:09:29,1.729,80.7,13.298,25.9,2.38 m/s,28.0,23.5,0.79 m/s,41.7
2026-03-24,14:34:45,ST,GS,+,45.9125,kg,0,119.3,1.324,158.0,34.843,00:09:30,1.918,89.6,13.6177,33.7,0.86 m/s,41.9,25.6,2.25 m/s,52.6
2026-03-24,14:34:46,ST,GS,+,45.9125,kg,0,119.3,1.324,158.0,34.843,00:09:31,1.918,89.6,13.6177,33.7,0.86 m/s,41.9,25.6,2.25 m/s,52.6
2026-03-24,14:34:47,ST,GS,+,45.9125,kg,0,119.3,1.324,158.0,34.843,00:09:32,1.918,89.6,13.6177,33.7,0.86 m/s,41.9,25.6,2.25 m/s,52.6
2026-03-24,14:34:48,ST,GS,+,45.9125,kg,0,119.3,1.324,158.0,34.843,00:09:33,1.918,89.6,13.6177,33.7,0.86 m/s,41.9,25.6,2.25 m/s,52.6
2026-03-24,14:34:49,ST,GS,+,45.9125,kg,0,119.3,1.324,158.0,34.843,00:09:34,1.918,89.6,13.6177,33.7,0.86 m/s,41.9,25.6,2.25 m/s,52.6
2026-03-24,14:34:50,ST,GS,+,45.9125,kg,0,119.3,1.324,158.0,34.843,00:09:35,1.918,89.6,13.6177,33.7,0.86 m/s,41.9,25.6,2.25 m/s,52.6
2026-03-24,14:34:51,ST,GS,+,45.9125,kg,0,119.3,1.324,158.0,34.843,00:09:36,1.918,89.6,13.6177,33.7,0.86 m/s,41.9,25.6,2.25 m/s,52.6
2026-03-24,14:34:52,ST,GS,+,45.9125,kg,0,119.3,1.324,158.0,34.843,00:09:37,1.918,89.6,13.6177,33.7,0.86 m/s,41.9,25.6,2.25 m/s,52.6
2026-03-24,14:34:53,ST,GS,+,45.9125,kg,0,119.3,1.324,158.0,34.843,00:09:38,1.918,89.6,13.6177,33.7,0.86 m/s,41.9,25.6,2.25 m/s,52.6
2026-03-24,14:34:54,ST,GS,+,45.9125,kg,0,119.3,1.324,158.0,34.843,00:09:39,1.918,89.6,13.6177,33.7,0.86 m/s,41.9,25.6,2.25 m/s,52.6
2026-03-24,14:34:55,ST,GS,+,47.0462,kg,0,119.8,2.735,327.7,35.754,00:09:40,1.429,66.7,13.8558,21.7,1.64 m/s,39.2,19.6,1.3 m/s,42.4
2026-03-24,14:34:56,ST,GS,+,47.0462,kg,0,119.8,2.735,327.7,35.754,00:09:41,1.429,66.7,13.8558,21.7,1.64 m/s,39.2,19.6,1.3 m/s,42.4
2026-03-24,14:34:57,ST,GS,+,47.0462,kg,0,119.8,2.735,327.7,35.754,00:09:42,1.429,66.7,13.8558,21.7,1.64 m/s,39.2,19.6,1.3 m/s,42.4
2026-03-24,14:34:58,ST,GS,+,47.0462,kg,0,119.8,2.735,327.7,35.754,00:09:43,1.429,66.7,13.8558,21.7,1.64 m/s,39.2,19.6,1.3 m/s,42.4
2026-03-24,14:34:59,ST,GS,+,47.0462,kg,0,119.8,2.735,327.7,35.754,00:09:44,1.429,66.7,13.8558,21.7,1.64 m/s,39.2,19.6,1.3 m/s,42.4
2026-03-24,14:35:00,ST,GS,+,47.0462,kg,0,119.8,2.735,327.7,35.754,00:09:45,1.429,66.7,13.8558,21.7,1.64 m/s,39.2,19.6,1.3 m/s,42.4
2026-03-24,14:35:01,ST,GS,+,47.0462,kg,0,119.8,2.735,327.7,35.754,00:09:46,1.429,66.7,13.8558,21.7,1.64 m/s,39.2,19.6,1.3 m/s,42.4
2026-03-24,14:35:02,ST,GS,+,47.0462,kg,0,119.8,2.735,327.7,35.754,00:09:47,1.429,66.7,13.8558,21.7,1.64 m/s,39.2,19.6,1.3 m/s,42.4
2026-03-24,14:35:03,ST,GS,+,47.0462,kg,0,119.8,2.735,327.7,35.754,00:09:48,1.429,66.7,13.8558,21.7,1.64 m/s,39.2,19.6,1.3 m/s,42.4
2026-03-24,14:35:04,ST,GS,+,47.0462,kg,0,119.8,2.735,327.7,35.754,00:09:49,1.429,66.7,13.8558,21.7,1.64 m/s,39.2,19.6,1.3 m/s,42.4
2026-03-24,14:35:05,ST,GS,+,48.7512,kg,0,120.6,2.75,331.6,36.675,00:09:50,2.046,95.5,14.1968,31.9,2.17 m/s,30.3,25.4,1.69 m/s,41.4
2026-03-24,14:35:07,ST,GS,+,48.7512,kg,0,120.6,2.75,331.6,36.675,00:09:51,2.046,95.5,14.1968,31.9,2.17 m/s,30.3,25.4,1.69 m/s,41.4
2026-03-24,14:35:08,ST,GS,+,48.7512,kg,0,120.6,2.75,331.6,36.675,00:09:52,2.046,95.5,14.1968,31.9,2.17 m/s,30.3,25.4,1.69 m/s,41.4
2026-03-24,14:35:09,ST,GS,+,48.7512,kg,0,120.6,2.75,331.6,36.675,00:09:53,2.046,95.5,14.1968,31.9,2.17 m/s,30.3,25.4,1.69 m/s,41.4
2026-03-24,14:35:10,ST,GS,+,48.7512,kg,0,120.6,2.75,331.6,36.675,00:09:54,2.046,95.5,14.1968,31.9,2.17 m/s,30.3,25.4,1.69 m/s,41.4
2026-03-24,14:35:11,ST,GS,+,48.7512,kg,0,120.6,2.75,331.6,36.675,00:09:55,2.046,95.5,14.1968,31.9,2.17 m/s,30.3,25.4,1.69 m/s,41.4
2026-03-24,14:35:12,ST,GS,+,48.7512,kg,0,120.6,2.75,331.6,36.675,00:09:56,2.046,95.5,14.1968,31.9,2.17 m/s,30.3,25.4,1.69 m/s,41.4
2026-03-24,14:35:13,ST,GS,+,48.7512,kg,0,120.6,2.75,331.6,36.675,00:09:57,2.046,95.5,14.1968,31.9,2.17 m/s,30.3,25.4,1.69 m/s,41.4
2026-03-24,14:35:14,ST,GS,+,48.7512,kg,0,120.6,2.75,331.6,36.675,00:09:58,2.046,95.5,14.1968,31.9,2.17 m/s,30.3,25.4,1.69 m/s,41.4
2026-03-24,14:35:15,ST,GS,+,48.7512,kg,0,120.6,2.75,331.6,36.675,00:09:59,2.046,95.5,14.1968,31.9,2.17 m/s,30.3,25.4,1.69 m/s,41.4
2026-03-24,14:35:16,ST,GS,+,48.8956,kg,0,119.6,2.654,317.4,37.556,00:10:00,0.836,39.0,14.3362,21.4,1.38 m/s,25.4,18.1,0.8 m/s,34.6
2026-03-24,14:35:17,ST,GS,+,48.8956,kg,0,119.6,2.654,317.4,37.556,00:10:01,0.836,39.0,14.3362,21.4,1.38 m/s,25.4,18.1,0.8 m/s,34.6
2026-03-24,14:35:18,ST,GS,+,48.8956,kg,0,119.6,2.654,317.4,37.556,00:10:02,0.836,39.0,14.3362,21.4,1.38 m/s,25.4,18.1,0.8 m/s,34.6
2026-03-24,14:35:19,ST,GS,+,48.8956,kg,0,119.6,2.654,317.4,37.556,00:10:03,0.836,39.0,14.3362,21.4,1.38 m/s,25.4,18.1,0.8 m/s,34.6
2026-03-24,14:35:20,ST,GS,+,48.8956,kg,0,119.6,2.654,317.4,37.556,00:10:04,0.836,39.0,14.3362,21.4,1.38 m/s,25.4,18.1,0.8 m/s,34.6
2026-03-24,14:35:21,ST,GS,+,48.8956,kg,0,119.6,2.654,317.4,37.556,00:10:05,0.836,39.0,14.3362,21.4,1.38 m/s,25.4,18.1,0.8 m/s,34.6
2026-03-24,14:35:22,ST,GS,+,48.8956,kg,0,119.6,2.654,317.4,37.556,00:10:07,0.836,39.0,14.3362,21.4,1.38 m/s,25.4,18.1,0.8 m/s,34.6
2026-03-24,14:35:23,ST,GS,+,48.8956,kg,0,119.6,2.654,317.4,37.556,00:10:08,0.836,39.0,14.3362,21.4,1.38 m/s,25.4,18.1,0.8 m/s,34.6
2026-03-24,14:35:24,ST,GS,+,48.8956,kg,0,119.6,2.654,317.4,37.556,00:10:09,0.836,39.0,14.3362,21.4,1.38 m/s,25.4,18.1,0.8 m/s,34.6
2026-03-24,14:35:25,ST,GS,+,48.8956,kg,0,119.6,2.654,317.4,37.556,00:10:10,0.836,39.0,14.3362,21.4,1.38 m/s,25.4,18.1,0.8 m/s,34.6
2026-03-24,14:35:26,ST,GS,+,49.1806,kg,0,121.0,0.617,74.7,37.764,00:10:11,0.641,29.9,14.443,30.7,2.56 m/s,39.0,22.2,2.4 m/s,54.2
2026-03-24,14:35:27,ST,GS,+,49.1806,kg,0,121.0,0.617,74.7,37.764,00:10:12,0.641,29.9,14.443,30.7,2.56 m/s,39.0,22.2,2.4 m/s,54.2
2026-03-24,14:35:28,ST,GS,+,49.1806,kg,0,121.0,0.617,74.7,37.764,00:10:13,0.641,29.9,14.443,30.7,2.56 m/s,39.0,22.2,2.4 m/s,54.2
2026-03-24,14:35:29,ST,GS,+,49.1806,kg,0,121.0,0.617,74.7,37.764,00:10:14,0.641,29.9,14.443,30.7,2.56 m/s,39.0,22.2,2.4 m/s,54.2
2026-03-24,14:35:30,ST,GS,+,49.1806,kg,0,121.0,0.617,74.7,37.764,00:10:15,0.641,29.9,14.443,30.7,2.56 m/s,39.0,22.2,2.4 m/s,54.2
2026-03-24,14:35:31,ST,GS,+,49.1806,kg,0,121.0,0.617,74.7,37.764,00:10:16,0.641,29.9,14.443,30.7,2.56 m/s,39.0,22.2,2.4 m/s,54.2
2026-03-24,14:35:32,ST,GS,+,49.1806,kg,0,121.0,0.617,74.7,37.764,00:10:17,0.641,29.9,14.443,30.7,2.56 m/s,39.0,22.2,2.4 m/s,54.2
2026-03-24,14:35:33,ST,GS,+,49.1806,kg,0,121.0,0.617,74.7,37.764,00:10:18,0.641,29.9,14.443,30.7,2.56 m/s,39.0,22.2,2.4 m/s,54.2
2026-03-24,14:35:34,ST,GS,+,49.1806,kg,0,121.0,0.617,74.7,37.764,00:10:19,0.641,29.9,14.443,30.7,2.56 m/s,39.0,22.2,2.4 m/s,54.2
2026-03-24,14:35:35,ST,GS,+,49.1806,kg,0,121.0,0.617,74.7,37.764,00:10:20,0.641,29.9,14.443,30.7,2.56 m/s,39.0,22.2,2.4 m/s,54.2
2026-03-24,14:35:36,ST,GS,+,49.485,kg,0,119.8,1.894,226.9,38.394,00:10:21,2.479,115.8,14.8562,33.7,1.19 m/s,36.9,23.5,1.62 m/s,42.3
2026-03-24,14:35:37,ST,GS,+,49.485,kg,0,119.8,1.894,226.9,38.394,00:10:22,2.479,115.8,14.8562,33.7,1.19 m/s,36.9,23.5,1.62 m/s,42.3
2026-03-24,14:35:38,ST,GS,+,49.485,kg,0,119.8,1.894,226.9,38.394,00:10:23,2.479,115.8,14.8562,33.7,1.19 m/s,36.9,23.5,1.62 m/s,42.3
2026-03-24,14:35:39,ST,GS,+,49.485,kg,0,119.8,1.894,226.9,38.394,00:10:24,2.479,115.8,14.8562,33.7,1.19 m/s,36.9,23.5,1.62 m/s,42.3
2026-03-24,14:35:40,ST,GS,+,49.485,kg,0,119.8,1.894,226.9,38.394,00:10:25,2.479,115.8,14.8562,33.7,1.19 m/s,36.9,23.5,1.62 m/s,42.3
2026-03-24,14:35:41,ST,GS,+,49.485,kg,0,119.8,1.894,226.9,38.394,00:10:26,2.479,115.8,14.8562,33.7,1.19 m/s,36.9,23.5,1.62 m/s,42.3
2026-03-24,14:35:42,ST,GS,+,49.485,kg,0,119.8,1.894,226.9,38.394,00:10:27,2.479,115.8,14.8562,33.7,1.19 m/s,36.9,23.5,1.62 m/s,42.3
2026-03-24,14:35:43,ST,GS,+,49.485,kg,0,119.8,1.894,226.9,38.394,00:10:28,2.479,115.8,14.8562,33.7,1.19 m/s,36.9,23.5,1.62 m/s,42.3
2026-03-24,14:35:44,ST,GS,+,49.485,kg,0,119.8,1.894,226.9,38.394,00:10:29,2.479,115.8,14.8562,33.7,1.19 m/s,36.9,23.5,1.62 m/s,42.3
2026-03-24,14:35:45,ST,GS,+,49.485,kg,0,119.8,1.894,226.9,38.394,00:10:30,2.479,115.8,14.8562,33.7,1.19 m/s,36.9,23.5,1.62 m/s,42.3
2026-03-24,14:35:46,ST,GS,+,51.2004,kg,0,118.4,2.815,333.3,39.32,00:10:31,0.642,30.0,14.9632,26.5,2.03 m/s,29.5,26.4,2.48 m/s,39.9
2026-03-24,14:35:47,ST,GS,+,51.2004,kg,0,118.4,2.815,333.3,39.32,00:10:32,0.642,30.0,14.9632,26.5,2.03 m/s,29.5,26.4,2.48 m/s,39.9
2026-03-24,14:35:48,ST,GS,+,51.2004,kg,0,118.4,2.815,333.3,39.32,00:10:33,0.642,30.0,14.9632,26.5,2.03 m/s,29.5,26.4,2.48 m/s,39.9
